song_number,artist_familiarity,artist_hotttnesss,artist_id,artist_mbid,artist_playmeid,artist_7digitalid,artist_latitude,artist_longitude,artist_location,artist_name,release,release_7digitalid,song_id,song_hotttnesss,title,track_7digitalid,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,year
9758,0.566157341575077,0.3588450251644818,b'AROLZEM1187B9A805E',b'9653afd0-27af-40ff-ad60-caf1b79b18c5',59392,65476,64.55653,12.66538,b'NORWAY',b'Ashes to Ashes',b'Big Moving Parts',80685,b'SOGVFPJ12A6D4F8105',nan,b'Bury Me',853797,22050,b'3ada836b87ee0daf1e7485e74eefca16',0.0,235.2322,2.334,0.0,7,0.188,-8.892,0,0.489,222.656,164.972,3,1.0,b'TRBHNUD128EF35D3D2',0
9759,0.5336595926316837,0.3658223691365675,b'ARH3TXI1187FB3A486',b'e004a126-7167-48f9-aeec-1e0cd75749f4',7992,304663,36.16778,-86.77836,"b'NASHVILLE, Tennessee'",b'Kathy Troccoli with Aaron Jeoffrey',b'Grateful Hearts',335837,b'SOLAARS12A58A7786C',nan,b'I Remember/Great Is Thy Faithfulness',3761095,22050,b'4b51f44940351eb851b36314709f1fc4',0.0,417.72363,2.461,0.0,0,0.601,-13.52,1,0.667,417.724,65.901,5,0.801,b'TRBHNVI128F92F0EC7',0
9760,0.6622504836647155,0.41005362267597006,b'ARNZPLV1187FB3DF5D',b'93dda03d-c1d3-42c2-80b0-fa71bc20262b',34172,7534,nan,nan,b'',b'Capleton',b'Lotion Man',110108,b'SOBDGBW12A8C13D50B',nan,b'When Me A Move',1138947,22050,b'c71e02c51021f620c50a851aa8686a0c',0.0,223.39873,2.032,0.0,8,0.45,-14.472,0,0.586,215.226,102.399,4,1.0,b'TRBHOBW128F429504D',1991
9761,0.6578268856404534,0.45873080635884184,b'ARS4KT21187B9B9438',b'54bd120a-6bac-4d7c-8b10-ba167bc7e26c',11377,128851,nan,nan,b'',b'Fito Paez',b'Cronica',159971,b'SOSPNZF12AB018214F',0.41504977231582957,b'Corazon Clandestino',1679565,22050,b'54e40d0273b756201cb629e8c07d9fee',0.0,175.25506,0.38,0.0,11,0.789,-14.585,0,0.599,171.363,162.38,4,1.0,b'TRBHOEV128F4279182',0
9762,0.49793219113114934,0.2582756159529409,b'ARHOCA51187FB39213',b'f5c78cca-1bb5-40f4-a9e1-9b3c593715fa',-1,78207,40.71455,-74.00712,b'NY - New York City',b'Laura Leon',b'Preludes To Passion',98022,b'SOUESWQ12A8C13588E',0.0,b'Sicilienne (by Francis Poulenc)',1018229,22050,b'fb88d41ef7c0b7bc28243b74d0bb8c29',0.0,92.13342,0.243,0.0,0,0.914,-26.045,1,0.857,92.133,84.462,4,0.0,b'TRBHOMC128F427AEC5',0
9763,0.027457373237041217,0.0,b'ARKEBNJ126E2B3BF7E',b'',-1,552901,nan,nan,b'',b'Th\xc3\xa9ophil',b'Des vies',739931,b'SOPEPYA12AC90758FA',0.0,b'De belles',8197081,22050,b'c1db5ee3ccbc7db0033ae75dd0bd87a0',0.0,248.58077,0.136,0.0,8,0.813,-10.007,1,0.691,234.162,122.99,3,1.0,b'TRBHONF12903D00664',0
9764,0.6839515036360737,0.46296398721197823,b'AR4R9BI1187FB44767',b'946a3be7-bd99-47ac-8414-515c85811f40',42717,105610,nan,nan,b'Georgia',b'Earth',b'Phase 3: Thrones And Dominions',189544,b'SORZGSZ12A8C1337B7',0.5367888864406624,b'Thrones And Dominions (Album)',2058291,22050,b'cf6229a0774fd74d29f11b8baf95894f',0.0,861.83138,7.39,0.0,2,0.0,-20.288,1,0.0,851.528,81.302,4,1.0,b'TRBHORD128F423DEF9',0
9765,0.6982916236578486,0.45385026533052464,b'ARSQDUN1187B98D7D7',b'4fa39dc8-c695-4e0e-ba04-92c63d99c9f9',90149,15897,nan,nan,b'allentown Pennsylvania USA',b'EPMD',b'Business As Usual',47639,b'SOOGBEO12A58A7BBD7',0.5142983312649133,"b""I'm Mad""",510699,22050,b'eb211c4aefae7ca69ef25a9debd4816d',0.0,222.14485,2.873,0.0,0,0.0,-10.031,1,0.08,219.045,109.062,4,1.0,b'TRBHORY128F148D422',1990
9766,0.5492829074585028,0.3475475805256747,b'ARQCHDN1187FB4C7C2',b'f926459e-1bd2-42a6-a174-8994ad950591',45970,1650,-22.97673,-43.19508,"b'Rio de Janeiro, Brazil'",b'Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin',b'Composer of Black Orpheus Plays and Sings Bossa Nova',55922,b'SOKQNUO12A6D4FAB22',0.42409081096743817,b'Tristeza (Brazilian Blues)',580968,22050,b'8039fafde3c420ef0147053d006652be',0.0,186.67057,0.363,0.0,9,0.136,-21.091,0,0.238,180.117,86.71,4,0.496,b'TRBHOTH128F149A01B',0
9767,0.644478694650085,0.4957293589457067,b'AR9SU0S1187FB53D0F',b'0cee95e3-a61d-4cd1-a39c-75464a05b606',-1,169431,37.27188,-119.27023,b'California',b'Easy Star All-Stars',"b""Easy Star's Lonely Hearts Dub Band""",415336,b'SOAGBCW12AB0183D8F',0.45404276609111616,b'With a Little Dub From My Friends (feat. Luciano and U Roy)',4623170,22050,b'1ae817a0fbbb394c30ae97a36c5f5fb7',0.0,196.23138,0.0,0.0,4,0.212,-9.311,1,0.253,189.417,183.048,4,0.0,b'TRBHOXO128F932A739',2009
9768,0.5641289501467455,0.3977756543226217,b'AR14CJ91187FB3A994',b'1c4c789d-06af-42ef-b86c-7d6bf49c652c',14170,3356,35.52069,-84.36354,"b'Madisonville, TN'",b'Eddy Arnold',b'Cattle Call',341026,b'SOHUBRB12AB017E617',nan,b'Molly Darling',3816135,22050,b'd1f984ae65e36f72d61c05143b988a6c',0.0,183.50975,0.358,0.0,0,0.786,-16.968,1,0.677,175.369,120.423,4,0.572,b'TRBHOXV128F92FBB72',1956
9769,0.493486473128519,0.3863121306001651,b'ARXLOGT1187FB45068',b'288af6c6-e5b7-4b2b-8f30-d164a05fa6a3',-1,106363,34.19767,-101.69814,"b'PLAINVIEW, Texas'",b'Jennifer Brown',b'In My Garden',299302,b'SOZQUKB12A8C13ACDB',0.26586104921065007,b'Sweet Remedy',3358117,22050,b'ca4417ce2cebd4154f785dd35cc25578',0.0,259.23873,0.359,0.0,10,0.559,-9.654,0,0.302,253.748,144.026,4,0.968,b'TRBHOYJ128F4292B75',0
9770,0.9158232530331046,0.6655766191588914,b'ARBEOHF1187B9B044D',b'79239441-bfd5-4981-a70c-55c3f15c1287',-1,6051,nan,nan,"b'Bay City, MI'",b'Madonna',b'4 Minutes - The Remixes',570436,b'SOPOCDY12A8C13F75A',nan,b'4 Minutes [Featuring Justin Timberlake and Timbaland] [Bob Sinclar Space Funk Remix]',6322184,22050,b'203054a8e055ef00910e98b31711f55b',0.0,339.35628,0.334,0.0,0,0.343,-4.876,1,0.273,332.19,104.821,4,1.0,b'TRBHOYO12903C9C917',0
9771,0.547684660288279,0.4370505575231345,b'ARHXIOW1187FB3AF67',b'e93424ae-bf3b-426a-952f-cb89bde5db0c',-1,124794,37.4876,139.83829,b'JP',b'The Mad Capsule Markets',b'1997-2004 (Hits)',166699,b'SOLPKNI12A8C13CA50',nan,b'Loud Up!!',1761955,22050,b'd6509a029b376bcf23142ee9a7db48d9',0.0,161.01832,2.27,0.0,5,0.676,-4.279,1,0.452,161.018,170.94,4,0.818,b'TRBHPGG128F428C972',2004
9772,0.34858259750671267,0.29043418822354367,b'AR5ZI3K1187FB38BE0',b'acc1d5bc-e94d-4582-a5d7-fe6e7e6919ad',-1,419777,42.31256,-71.08868,"b'Boston, MA'",b'Jim Kweskin_ The Jug Band',b'See Reverse Side For The Title',566002,b'SOTZBSG12A8C141336',nan,b'Fishing Blues',6265181,22050,b'7d1b6cd8942b92c9c99e8d29c9dbbcb4',0.0,202.1873,0.328,0.0,11,0.252,-7.883,0,0.511,196.058,147.057,1,0.0,b'TRBHPJL128F9305DCA',0
9773,0.6955933512745225,0.4449351824117356,b'ARCDXI51187FB57A2E',b'6849ebec-b385-4b41-b5a1-125f91e46119',-1,23052,40.19033,-82.66947,b'Ohio',b'Goose',b'Bring It On Rarities & Remixes',798792,b'SOCWKZV12AB018A943',nan,b'Everybody',8834255,22050,b'39e9464ec68c4362f4769db6941b41d2',0.0,276.13995,0.0,0.0,11,0.043,-1.814,0,0.248,272.533,130.052,4,0.505,b'TRBHPLS12903CB0FE6',2006
9774,0.7680042347735891,0.5608197692618571,b'ARHRY5S1187B99B96F',b'8ac9e35c-e92d-4030-99ef-ba4127b1555c',12924,4040,32.61436,-86.68073,b'Alabama',b'Static-X',b'Shadow Zone',7830,b'SOUJKAH12A6701F2A5',0.652010036818513,b'Control It (Album Version)',79326,22050,b'efa8686f535ad657cbf0d0f4ae5c1b1b',0.0,185.10322,0.118,0.0,6,0.388,-3.261,1,0.394,185.103,144.017,4,0.837,b'TRBHPVP128E0785A51',2003
9775,0.9279859311075224,0.599859524967033,b'ARPBTRI1187FB52457',b'baec7ed1-32d7-482d-9455-33c403e61952',1967,1579,nan,nan,b'',b'The Game',"b""Doctor's Advocate""",351500,b'SONPCEY12AF729F0BF',nan,b'Scream On Em',3950810,22050,b'692948f86c770802f3e65c7e8f9dab91',0.0,260.10077,2.02,0.0,9,0.428,-4.595,1,0.403,257.474,169.672,4,0.825,b'TRBHQAU128F9316C04',0
9776,0.4905864018711718,0.35102262079534835,b'ARQMYTM1187FB4678C',b'f0b3af36-a38b-4e5e-bf9a-d25ae11ca741',7521,29168,36.06899,-79.7947,"b'Greensboro, NC'",b'Josh White',b'Josh White Vol. 2 1933-1935',174691,b'SOALEMW12A8C141B54',0.0,b'New D.B.A. Blues',1873139,22050,b'77be011b45255d0020a86dea67dcb8d0',0.0,181.39383,0.398,0.0,10,1.0,-17.148,1,0.683,172.391,88.313,4,0.0,b'TRBHQBF128F429FA6D',0
9777,0.4699482122281225,0.338104616266341,b'ARQX3GF1187FB4F18B',b'48d9d8ca-5b12-4611-ac57-8df56792d2a1',-1,129497,nan,nan,b'',b'The Insects',b'Free the Hard Way',632530,b'SORDEXW12AB01844BE',0.0,b'Winds of Change',7021728,22050,b'dcc3e16bfe3ad5b12eb3cfe76892df58',0.0,226.40281,10.617,0.0,0,0.071,-7.332,1,0.512,221.112,90.217,4,0.459,b'TRBHQBT128F932AFAD',0
9778,0.41614717642534665,0.2874467532300883,b'ARI945I1187FB4CC22',b'f5014b80-cded-427a-bac8-0ad161949df2',66797,19076,nan,nan,b'',b'The King Sisters',b'Aloha',576258,b'SOTBYOP12AB018BA7B',0.0,b'Beyond The Reef',6387816,22050,b'4588fbd5761f653e67135aaa155eea3a',0.0,176.03873,0.095,0.0,0,0.679,-25.452,1,0.622,167.602,73.581,4,1.0,b'TRBHQBW12903CAC57B',0
9779,0.7140198500424152,0.5292587413470465,b'ARPNY981187B9ACB75',b'8000598a-5edb-401c-8e6d-36b167feaf38',123765,145954,nan,nan,b'Switzerland',b'Eluveitie',b'Slania',212513,b'SOYOQSV12CF582753D',nan,b'Primordial Breath',2313052,22050,b'130c95c7fc0d63474a19245a4b8f2d78',0.0,259.02975,2.85,0.0,11,0.755,-2.731,0,0.618,252.97,94.996,4,0.488,b'TRBHQDN128F4276D66',2008
9780,0.8098280918397787,0.5396443124242588,b'ARBCUNV1187B98A9FB',b'10a9ff92-9637-4498-afea-7044b2ab0dc0',282,1302,nan,nan,"b'East Flatbush, Brooklyn, NY'",b'Busta Rhymes',b'When Disaster Strikes',182774,b'SOCGABN12A8AE481AB',0.5519215149416955,b'The Whole World Looking At Me (Explicit LP Version)',1973855,22050,b'f652af4c77c9139ba2ef266a30c8df3d',0.0,206.34077,0.0,0.0,11,0.603,-7.399,1,0.496,202.733,169.951,7,0.777,b'TRBHQGW128F42334DB',0
9781,0.6279973897229263,0.3653396527140089,b'ARILV5E1187B9959C8',b'fb517c3e-01c4-4285-8eb3-aceeb1739b9c',173232,45918,nan,nan,b'',b'Boogie Pimps',b'Then Came You',128803,b'SOCFPEQ12A6D4FC241',nan,b'Then Came You',1334778,22050,b'36c5c35852f6ba22358ec049089dae29',0.0,333.89669,0.0,0.0,11,0.542,-7.269,0,0.536,297.767,85.325,5,0.946,b'TRBHQHE128F4230865',2007
9782,0.7497969594005849,0.5515524551563505,b'AR9YWMS1187FB43A34',b'77c167d2-4965-4421-830a-9815e4956475',31682,4837,nan,nan,"b'Amherst, MA'",b'Dinosaur Jr',b'Green Mind [Digital Version] [with Bonus Tracks]',46122,b'SOWQSUC12A6D4F969C',0.6070366907455167,b'Green Mind',492597,22050,b'9d3ac5659f968c6f3aa7bbfbc0cbfe9d',0.0,298.57914,3.129,0.0,4,0.23,-5.899,1,0.37,287.126,135.314,4,0.118,b'TRBHQHN128F148A1B3',1991
9783,0.5182916460696715,0.3756769293497006,b'AR0S0EO1187FB490BE',b'df4b8783-5fed-499d-804b-aced4cfd4dfc',-1,338467,38.62774,-90.19951,"b'St. Louis, MO'",b'Disco D',b'Ghettotech For Slow People',456939,b'SONKMKL12AB018643C',nan,b'6 A.M. Funk',5084517,22050,b'598fa2113f4606013873e937f14756ac',0.0,235.07546,1.112,0.0,7,0.084,-8.253,1,0.487,227.718,135.426,4,0.701,b'TRBHQJJ128F931FAC1',0
9784,0.5593175024118211,0.43700191865316,b'ARDK87R1187B98D51C',b'c826bda4-4f4f-4746-81ba-5f66ac9c95e5',40420,56379,nan,nan,"b'San Francisco, CA'","b""Flamin' Groovies""",b'Kicks',75273,b'SOYFPUW12A6D223ADC',0.319565986882865,b'Call Me Lightning',778614,22050,b'22e9aabd53e0ca84e465d29c55d16be5',0.0,207.28118,0.386,0.0,1,0.358,-10.179,1,0.296,200.754,94.15,4,0.916,b'TRBHQMU128EF34F6BE',0
9785,0.40982763502826935,0.2918834217879059,b'AR23EC41187FB4805D',b'02ea73c9-a5f0-4b63-91f1-c97fa27567ff',182287,11085,40.14323,-74.72671,b'New Jersey',b'The American Boychoir',b'Harmony: American Songs Of Faith',378110,b'SOCCAYL12A8C144943',nan,b'Walk In The Light',4209489,22050,b'9e5419fad3f25ad15744c16097e28f25',0.0,241.8673,0.567,0.0,3,0.779,-22.965,1,0.686,213.804,103.027,1,0.204,b'TRBHQQF128F92D6BE4',0
9786,0.3666783310922907,0.27247125591556115,b'AR80RBU1187FB3757D',b'b1d8d2a4-cac3-4e08-8c87-bcc6f26e357b',-1,598932,nan,nan,b'',b'Alvino Rey And His Orchestra',b'Big Band Favourites Vol 3',356210,b'SOUXGUH12AB0187661',0.0,b'Steel Guitar Rag',3973120,22050,b'3ab21ddc56151ceb94a7871b61fa1f24',0.0,156.05506,0.0,0.0,2,0.479,-11.956,1,0.492,148.364,165.142,4,0.909,b'TRBHQQY128F931BBFA',2005
9787,0.6918507365964088,0.467885511383105,b'ARFNJ4O1187B9A204B',b'aaae25bf-c794-45d7-bab7-cdc7c655bfa6',21983,42599,52.47859,-1.9086,"b'Birmingham, England'",b'Broadcast',b'Tender Buttons',533415,b'SOEILXI12AB017CBA6',0.6128446026499184,b'Michael A Grammar',5929071,22050,b'919304cadda6c507953c54c36ad88b35',0.0,237.00853,0.131,0.0,7,0.49,-9.664,1,0.553,232.24,85.744,1,1.0,b'TRBHQUM128F9309DE1',2005
9788,0.5379505190876106,0.4056577581500732,b'AR3O66A1187FB39519',b'f2fa5cf6-e0b0-4559-8641-e033f1a9e6fc',-1,14771,40.99471,-77.60454,b'Pennsylvania',b'Sinch',b'Sinch',137777,b'SODHLEZ12A8AE4684B',0.5317220984213001,b'The Arctic Ocean (Album Version)',1429794,22050,b'4ae913d5645f65611224e40819983ec7',0.0,232.202,2.694,0.0,9,0.18,-5.551,0,0.402,215.232,131.915,3,1.0,b'TRBHQXZ128F42408ED',2002
9789,0.5620903369072899,0.38714650165246794,b'ARLT4N91187FB533DB',b'abcc1941-e8d2-406a-b4bb-6c208f36d2cf',61844,14247,nan,nan,"b'Los Angeles, CA'",b'Low Millions',b'Eleanor',154282,b'SOLIQRN12A8C1391A6',nan,b'Eleanor',1611326,22050,b'0a6b9c91c27ea8d2b8cd7968477095ad',0.0,193.38404,0.0,0.0,5,0.606,-6.016,1,0.575,182.938,112.897,1,0.201,b'TRBHRGA128F4268884',2004
9790,0.7292122740965461,0.48133930857423185,b'ARVUN5F1187FB4CCC7',b'0d85b9f2-802d-48bb-aa85-6a9668869053',177,7537,nan,nan,"b'Kingston, Jamaica'",b'Beenie Man',b'Beenie Man - EP',795316,b'SOJHGZJ12AB0187E31',0.3016817567316363,b'Bad Man Story',8795955,22050,b'710eac4e1bf85d60ec51cd7665af4137',0.0,179.51302,0.0,0.0,6,0.668,-1.997,1,0.547,171.584,98.071,4,1.0,b'TRBHRGD12903CA7A58',0
9791,0.6178701163443497,0.36366811024462387,b'ARNVH8S1187FB52F86',b'41c0869f-dfe6-46cc-aa35-cbe9f29638cf',-1,257069,18.11526,-77.27348,"b'Jamaica, West Indies'",b'Heavy D',b'Vibes',328275,b'SOUCCAM12AB0181444',0.27045497911567046,b'Chasing Windmills',3693703,22050,b'b13d8934c7af4a7ade0df51c70c8324d',0.0,206.99383,0.0,0.0,5,0.024,-5.435,0,0.258,196.94,40.027,1,0.0,b'TRBHRGS128F92E535F',2008
9792,0.582365878546936,0.3028554195218622,b'ARGBGC71187FB3DD0B',b'4eb42e20-021e-40e3-897c-d0ae81d988fd',-1,388422,nan,nan,b'',b'DJ Nasty',b'1st. Round Darft Pick',793450,b'SONVBPG12A8C13F8A4',0.0,b'Child Support',8776106,22050,b'aadafa68899a9540e2aa0e43e1f2cd2e',0.0,221.09995,0.177,0.0,6,0.054,-7.114,1,0.535,215.545,149.984,4,1.0,b'TRBHRGW128F92FFEFF',0
9793,0.0,0.0,b'ARRZNPS124207806FA',b'',-1,-1,nan,nan,b'Florida',b'Devine and emilyPLAY',b'Hold On / Turn It Up',604916,b'SOGUHFC12AC46895A7',nan,b'Turn It Up',6719454,22050,b'bd449b6bb4dacada2a16637b10887201',0.0,375.48363,0.0,0.0,2,0.678,-3.506,1,0.278,361.558,137.976,4,1.0,b'TRBHRKE12903CFC929',0
9794,0.5410779524977934,0.30454771337183484,b'ARGC7FQ1187FB409CC',b'e211367b-efd7-43b6-a4ba-1defb4dc1fb0',68482,109946,40.71455,-74.00712,b'New York',b'Stew',b'The Naked Dutch Painter And Other Songs',140708,b'SOJZKQG12A8C131DDC',0.0,b'The Drug Suite',1461197,22050,b'd121e44192e3447ec670ee16d86b10cd',0.0,569.20771,0.0,0.0,3,0.05,-17.647,1,0.317,562.364,96.598,7,0.667,b'TRBHRKO128F42479B1',2002
9795,0.5080586129066689,0.3722985729468398,b'ARLQ5EV1187FB4491D',b'5a2e43fd-dcc7-48b3-97a4-393ad8250a70',61424,49962,38.99792,-105.55096,b'Colorado',b'Don Francisco',b'Genesis And Job',64577,b'SOBZRVN12A6D4FBB17',0.0,"b""Job's Defiance""",671461,22050,b'8ab238bdcf75880474cd30f4b4409204',0.0,266.52689,0.711,0.0,7,0.883,-15.175,1,0.89,263.726,98.8,5,0.573,b'TRBHRLC128F14AE627',0
9796,0.585479539749522,0.36438492446826576,b'ARW63KF1187B98AC48',b'8b74c6be-1f8d-4893-8526-1be4a3686f7a',61961,13038,46.71067,1.71819,b'FR',b'Julien Clerc',b'Niagara',514440,b'SOFLYRR12AB0181D04',nan,b'Rolo Le Baroudeur',5694185,22050,b'744849d892c33f5c3f523591e8a8b4a5',0.0,207.20281,0.0,0.0,1,0.0,-12.682,0,0.221,199.982,193.426,4,0.0,b'TRBHRLX128F93466B9',1971
9797,0.1729213015573182,0.0,b'ARPBOCU11F50C4B49B',b'',90954,147048,nan,nan,b'',b'Blanks77',b'Killer Blanks',198644,b'SOYIDUQ12A8C136E86',0.2998774882739778,b'Final Solution',2161297,22050,b'f280d33679ef61656ed9b10f7bdb9e14',0.0,121.02485,0.203,0.0,7,0.161,-9.652,1,0.392,112.808,148.264,1,0.0,b'TRBHRME128F42537E5',0
9798,0.45360053886418067,0.3508035740686485,b'ARN4IYF1187FB49D76',b'733fd871-62b7-4fa3-9c70-6e7aa6cdfe0e',-1,293676,nan,nan,b'',b'Pagan Wanderer Lu',b'Perfection R.I.P.',383446,b'SOWEEDF12A58A765D9',0.0,b'(eskomolto)',4253314,22050,b'dbe9496fef95599252e78b3ab6af0f92',0.0,131.44771,0.0,0.0,2,0.553,-9.771,1,0.555,127.431,108.829,5,0.052,b'TRBHRNN128F92DFCE7',0
9799,0.7788167165625715,0.5542914890128156,b'AR06EB01187FB40150',b'dcaa4f81-bfb7-44eb-8594-4e74f004b6e4',11040,33328,nan,nan,"b'Berkeley, CA'",b'NOFX',b'I Heard They Suck Live!',226776,b'SOKINCY12A6D4FB7CD',0.4137398358601097,b'Linoleum (live)',2494825,22050,b'fbce518f7f859cbd47fe9fa65f771f6a',0.0,135.52281,0.0,0.0,1,0.22,-6.6,0,0.416,132.487,191.063,4,0.0,b'TRBHROF128F4219E60',0
9800,0.6864520832317745,0.5172592831380602,b'ARMD6JB1187FB3B0E7',b'7928481f-848e-4551-b658-472c0aaf0c85',2338,60985,nan,nan,b'Germany',b'Die Fantastischen Vier',b'F\xc3\xbcr Dich Immer Noch Fanta Sie',809638,b'SODJEJR12AB018A460',0.600471580614151,b'Was wollen wir noch mehr?',8953332,22050,b'2873aa3d26506480117b6a4c9dc10473',0.0,316.55138,0.239,0.0,10,0.0,-7.43,1,0.246,312.436,95.863,4,0.932,b'TRBHRUL12903CCDF09',2010
9801,0.47021229568907263,0.3200869267523748,b'ARJIE2Y1187B994AB7',b'8910064e-1810-42dc-90ba-bdab48cd9326',26581,19334,nan,nan,b'',b'Line Renaud',b'Copacabana',291956,b'SOVBQWR12A8C137843',0.0,"b""Il N'Etait Pas Sentimental""",3277919,22050,b'e293ce403c334392b01fb6bafca2dec8',0.0,140.56444,2.229,0.0,4,0.232,-11.616,1,0.0,138.432,100.869,3,0.926,b'TRBHRXT128F427F7AD',0
9802,0.6319790854692059,0.39957965816802155,b'AR3J4WZ1187B9B17ED',b'385966f0-b912-4755-bad6-4780ebf3f4cd',-1,160048,48.85692,2.34121,"b'Paris, France'",b'Gall_ France',b'En Allemand - Das Beste Auf Deutsch',211868,b'SOGIMLG12A8C13A2C8',0.39200877147130697,b'Mein Herz kann man nicht kaufen',2305171,22050,b'e778b618bbf7b8bcd9252ae30728d138',0.0,162.79465,2.577,0.0,4,0.566,-9.18,1,0.176,152.253,131.612,4,0.0,b'TRBHSDN128F4274E9F',2006
9803,0.6061934961059625,0.4073442880394374,b'AR2MEUK1187B992D1B',b'9946e322-2eb6-43dd-ae66-dd28114f1522',59687,80602,nan,nan,b'',b'Jeff Scott Soto',b'One Night In Madrid',670712,b'SOZPFXD12A58A7E0CC',nan,b'Funky Medley',7438444,22050,b'4ea290baef4b538d01e5d3e8b78bcbd9',0.0,771.89179,0.0,0.0,8,0.581,-5.221,1,0.428,767.489,119.291,3,0.42,b'TRBHSHC12903CBE83E',0
9804,0.5582453092722094,0.43948809906182723,b'ARAPI451187B9B6E6F',b'5d8cd98d-0572-4fe8-8771-84b4eb9bf510',61388,19772,35.472,-97.52033,"b'Oklahoma City, OK'",b'John Michael Talbot',b'Simple Heart',262108,b'SOJBVZV12A8C13B50C',0.0,b'I Will Hear (Psalm 85)',2840208,22050,b'6ca43511848c4d0d3991a6e37eb3d8e7',0.0,283.27138,0.334,0.0,5,0.432,-15.355,1,0.507,269.444,100.455,4,0.283,b'TRBHSJB128F42689BA',0
9805,0.6087035683375998,0.36221895681539285,b'AR7KA5V1187FB44E6B',b'7e5a0c3f-339a-4e5d-aed0-1946112b4a66',11415,176248,nan,nan,b'',b'The Del McCoury Band',b'The Promise Land',757775,b'SOPKJJT12A8C1433B0',0.0,"b""It's Surprising What the Lord Can Do""",8388209,22050,b'00da692f6b1b77ef93991a864c926411',0.0,171.67628,0.321,0.0,11,1.0,-8.473,1,0.925,164.061,208.567,4,0.0,b'TRBHSJB12903CB81AA',2006
9806,0.4152809003644191,0.284260942741617,b'ARC3WPR1187B9A183E',b'e9d4c98e-aa52-4855-bcea-657f7bc97b1f',-1,445029,nan,nan,b'',b'Non Stop DJs',b'Furious EP',598147,b'SOTZYDA12AC4686E81',0.0,b'Hoes & Discos',6637130,22050,b'9513475071725ba13118776f28e977a5',0.0,237.92281,0.0,0.0,6,0.131,-9.868,1,0.394,234.574,150.958,4,1.0,b'TRBHSJU12903CE888A',2004
9807,0.7550413499986275,0.4585920249078077,b'ARE0OLY1187B9AD19F',b'db0fc330-1fa1-43f8-a33f-33eaf6a97d78',-1,6884,40.79263,-73.80817,"b'Whitestone, Queens, NY'",b'Jesse Malin',b'On Your Sleeve',312553,b'SOFIEJM12A8C141ABD',nan,b'Harmony',3524368,22050,b'185e9694ebb68f29716b5d9a219cb193',0.0,165.40689,0.0,0.0,1,0.624,-6.393,1,0.568,152.52,139.009,4,0.0,b'TRBHSJX128F42BAE98',2008
9808,0.6061934961059625,0.4073442880394374,b'AR2MEUK1187B992D1B',b'9946e322-2eb6-43dd-ae66-dd28114f1522',59687,80602,nan,nan,b'',b'Jeff Scott Soto',b'Lost In The Translation',103106,b'SOMCLSH12AF72A5CA4',nan,b'If This Is The End',1063781,22050,b'521599cd117b1dba0c38d0214f34d9e4',0.0,281.70404,0.212,0.0,0,0.412,-8.061,0,0.615,269.415,105.837,4,0.477,b'TRBHSMF128F4285B9C',2004
9809,0.5061267738918808,0.35078789087528156,b'AR5GLIU1187FB4638A',b'a147eefb-0e07-432d-bd1f-8edf7679a7da',21159,2852,nan,nan,"b'Memphis, TN'",b'Memphis Jug Band',b'Move That Thing Vol 2',765209,b'SOAECCP12AB0186ADB',nan,"b""Spider's Nest Blues""",8471053,22050,b'ebb4f6e2f34dd81ca92b807f71a3a258',0.0,184.52853,1.565,0.0,3,0.413,-27.737,0,0.29,179.206,94.853,1,0.0,b'TRBHSOA12903CCC4B2',2005
9810,0.467413843769302,0.372737613340037,b'AR0WAW61187B98B7D7',b'8a53e168-c1f1-4b55-ac96-da3a69d9e240',-1,335158,40.71455,-74.00712,"b'New York, NY'",b'Doug MacLeod',b'Where I Been',713761,b'SOYNIER12AB0188280',0.0,b'Angel In Hell',7917377,22050,b'dc4ac3e0a0c303b9a7b5e4370ded474e',0.0,359.52281,0.0,0.0,2,0.004,-13.443,1,0.235,335.441,169.797,3,0.067,b'TRBHSPA12903CBC3F5',0
9811,0.7756003458272162,0.4349226453121121,b'AR19QNR1187B9A13C5',b'f7ebe5e2-c9fb-4959-a9b3-b09921168d50',303,215,nan,nan,"b'Philadelphia, PA'",b'Cassidy featuring R. Kelly',b'Hotel',303100,b'SOUDRIY12A8C13B59A',nan,b'Hotel',3410734,22050,b'1fd7f65bcc4ed281447bc03e9f0dcb47',0.0,247.24853,0.236,0.0,0,0.59,-9.181,1,0.568,239.473,182.456,7,1.0,b'TRBHSRB128F429F827',0
9812,0.2916735349936803,0.44719972200380037,b'ARXUCPO12086C169A4',b'334d914a-b3a8-4b97-ab1c-f6258116881f',-1,-1,nan,nan,b'',b'Frank Sinatra',b'Francis Albert Sinatra & Antonio Carlos Jobim',360271,b'SOXRFSL12A58A78723',nan,b'Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection]',4014427,22050,b'463dab6c2b7a7c40479c7b77156fd920',0.0,166.05995,0.442,0.0,9,0.481,-18.197,0,0.562,155.881,107.597,4,0.0,b'TRBHSVR128F9324499',1967
